sold_in_30,asking_price,bedrooms,bathrooms,heating,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,yr_renovated
1,170000.0,4,1.75,oil,1920,7500,1.0,poor,good,7,1920,1962,0.0
0,2140000.0,4,3.25,electric,3860,17820,1.0,very good,good,10,2630,1975,0.0
0,438950.0,4,2.5,other,2470,385506,2.0,good,average,7,2470,1991,0.0
1,242000.0,3,1.75,gas,1300,9856,1.0,poor,good,7,1300,1962,0.0
0,685000.0,4,2.5,oil,3030,7864,2.0,poor,average,9,3030,1999,0.0
0,486000.0,4,3.0,oil,2260,7336,2.0,poor,good,7,2260,1977,0.0
0,1020000.0,3,1.75,gas,3610,8502,1.5,average,average,10,2610,1930,0.0
1,355000.0,3,2.0,gas,1480,2502,2.0,poor,average,7,1480,1991,0.0
1,227000.0,1,2.0,oil,1150,9812,1.0,poor,good,7,1150,1962,0.0
0,1190000.0,4,2.5,oil,3480,12164,1.5,poor,good,11,3480,1984,0.0
1,375000.0,4,2.5,oil,2800,5000,2.0,poor,average,9,2800,2006,0.0
1,269500.0,2,1.5,oil,1480,7276,1.0,poor,good,6,940,1978,0.0
0,570000.0,3,1.0,gas,1700,4750,1.5,poor,good,6,1200,1909,0.0
1,359950.0,2,1.0,oil,1240,7590,1.0,poor,good,7,1040,1939,0.0
0,1450000.0,4,3.5,gas,3720,8301,2.0,poor,average,10,2880,2008,0.0
1,250000.0,4,2.0,gas,2120,8701,1.5,poor,good,7,2120,1960,0.0
1,474950.0,3,2.0,oil,2250,222156,1.0,poor,average,7,2250,1987,0.0
0,490000.0,4,2.0,gas,1650,6480,2.0,poor,very good,7,1650,1947,0.0
1,210000.0,2,1.5,oil,880,1157,2.0,poor,average,7,880,2007,0.0
1,265500.0,3,1.0,oil,1860,9225,1.0,poor,average,7,1860,1957,0.0
0,1460000.0,5,3.25,oil,3840,4800,3.0,good,average,10,2750,2008,0.0
1,310000.0,4,2.25,oil,2192,12128,2.0,poor,average,8,2192,2006,0.0
0,599000.0,4,4.75,gas,3700,11000,1.0,poor,good,7,1840,1962,0.0
0,525000.0,4,2.5,oil,3670,9958,2.0,poor,average,10,3670,2005,0.0
1,400000.0,3,1.0,oil,1630,10304,1.0,poor,very good,7,1630,1953,0.0
1,525000.0,3,2.5,oil,2700,7434,2.0,poor,average,9,2700,1991,0.0
1,385000.0,3,2.25,oil,2110,8000,2.0,poor,average,8,2110,1975,0.0
0,1310000.0,4,3.5,oil,3440,5000,2.0,poor,average,11,2560,2006,0.0
1,549000.0,4,2.25,electric,2420,59800,1.0,poor,good,8,1350,1985,0.0
0,589000.0,4,2.5,electric,2910,5776,2.0,average,average,8,2910,1998,0.0
1,350000.0,3,1.0,oil,1050,5518,1.0,poor,average,7,1050,1948,0.0
1,267000.0,3,2.5,oil,1760,6477,2.0,poor,good,8,1760,1986,0.0
0,650000.0,4,2.5,gas,2580,9450,1.0,poor,good,8,1660,1959,0.0
1,600000.0,2,1.0,oil,1370,5000,1.5,poor,average,7,1370,1905,0.0
1,225000.0,3,1.0,electric,1410,7700,1.0,poor,average,7,980,1962,0.0
1,595000.0,3,3.25,electric,3130,28001,1.0,poor,average,9,2210,1985,0.0
1,128750.0,3,1.0,gas,880,7004,1.0,poor,average,5,880,1950,0.0
0,710000.0,4,1.75,oil,2700,7625,1.0,poor,good,8,1450,1937,0.0
0,605000.0,4,2.75,electric,1670,6000,1.0,poor,very good,7,840,1917,0.0
0,994000.0,4,2.5,gas,3470,20445,2.0,poor,good,10,3470,1963,0.0
1,365000.0,3,1.5,gas,1310,8160,1.0,poor,average,7,1310,1950,0.0
0,359950.0,3,2.0,gas,1790,7212,1.0,poor,good,8,1790,1998,0.0
0,450000.0,3,1.75,oil,1480,8394,1.0,poor,good,8,1480,1971,0.0
0,655000.0,4,2.5,gas,3500,11306,2.0,average,average,9,3500,2005,0.0
0,485000.0,4,2.75,oil,2910,16362,1.0,average,good,9,2120,1969,0.0
1,375000.0,4,1.75,gas,1940,15909,1.0,poor,average,8,970,1974,0.0
1,570000.0,4,2.5,oil,2280,4534,2.0,poor,average,8,2280,2003,0.0
1,450000.0,4,2.25,oil,1990,7320,1.0,poor,good,7,1030,1965,0.0
0,432500.0,4,1.75,electric,1500,1856,1.0,poor,very good,7,750,1901,0.0
1,480000.0,3,2.25,gas,1950,8892,2.0,poor,average,8,1950,1983,0.0
1,610000.0,4,2.0,oil,2220,5821,1.5,poor,good,7,1380,1916,0.0
0,471000.0,4,1.75,gas,1450,3750,1.0,poor,good,7,950,1925,0.0
1,481015.0,3,2.25,gas,1550,5511,2.0,poor,average,8,1550,1987,0.0
0,374950.0,4,2.5,electric,2790,4650,2.0,poor,average,8,2790,2004,0.0
1,345000.0,3,1.75,gas,1090,7200,1.0,poor,average,7,1090,1968,0.0
1,185900.0,3,1.0,oil,940,10890,1.0,poor,good,5,940,1909,0.0
0,950000.0,3,2.75,oil,2750,18029,1.0,average,very good,9,1810,1978,0.0
1,345000.0,2,1.0,gas,860,8250,1.0,poor,average,7,860,1940,0.0
1,741000.0,4,2.75,oil,2070,10125,1.0,poor,average,7,1390,1962,0.0
0,575000.0,3,1.75,gas,2680,8625,1.0,poor,very good,8,1590,1974,0.0
1,280000.0,4,2.0,oil,1710,5440,1.0,poor,very good,8,1030,1976,0.0
1,196000.0,3,2.25,gas,1510,9600,1.0,poor,poor,7,1090,1966,0.0
1,270000.0,5,2.5,oil,2140,10320,1.0,poor,good,7,1330,1967,0.0
1,352500.0,3,1.75,gas,1500,10269,1.0,poor,average,7,1030,1958,0.0
1,624000.0,3,1.75,oil,1510,5200,1.0,poor,good,7,860,1922,0.0
1,440000.0,4,2.5,oil,3220,8256,2.0,poor,average,8,2610,2006,0.0
1,259500.0,3,2.25,oil,1490,7589,2.0,poor,average,7,1490,1993,0.0
1,290000.0,3,1.0,oil,960,9000,1.0,poor,good,7,960,1955,0.0
1,595000.0,4,2.5,oil,1820,20011,2.0,poor,average,8,1820,1987,0.0
0,925900.0,4,3.75,electric,3980,7828,2.0,poor,average,10,3980,2001,0.0
1,499000.0,3,2.25,oil,3010,9600,2.0,poor,average,8,2410,1978,0.0
1,162248.0,2,1.0,oil,800,8960,1.0,poor,good,6,800,1944,0.0
1,430000.0,3,1.5,electric,1810,5080,1.0,poor,average,7,1030,1958,0.0
1,260000.0,3,1.0,oil,940,5650,1.0,poor,average,6,940,1949,0.0
1,295000.0,4,2.0,electric,1810,42981,1.0,poor,good,7,1810,1973,0.0
0,749950.0,4,2.5,oil,2370,2971,2.0,average,average,9,2080,2008,0.0
1,175000.0,6,1.0,other,1370,5080,1.5,poor,average,6,1120,1931,0.0
1,415000.0,6,1.0,gas,1370,5080,1.5,poor,average,6,1120,1931,0.0
0,625000.0,3,1.75,oil,2100,3264,1.5,poor,very good,7,1350,1912,0.0
1,160000.0,2,1.0,oil,1140,23030,1.0,poor,average,8,1140,1980,0.0
1,353000.0,4,2.5,oil,1830,5331,2.0,poor,average,7,1830,2002,0.0
0,675000.0,4,2.5,oil,1770,9858,1.0,average,average,8,1770,1971,0.0
0,1340000.0,4,3.5,gas,3190,5040,2.0,good,average,10,2160,2003,0.0
0,1650000.0,4,2.5,oil,2780,11904,1.0,fair,very good,8,1730,1951,0.0
0,850000.0,5,3.5,oil,3450,28324,1.0,poor,very good,8,2350,1972,0.0
1,275000.0,3,1.5,oil,1060,6954,1.0,poor,good,6,1060,1983,0.0
1,450000.0,3,2.5,oil,1670,2589,2.0,poor,average,8,1670,2000,0.0
1,643002.0,3,2.5,electric,1770,3744,1.5,poor,average,7,1270,1929,0.0
1,468000.0,2,1.75,oil,1510,4500,1.0,poor,average,8,1510,1978,0.0
1,290000.0,3,2.0,oil,1260,7346,1.0,poor,average,7,1260,1987,0.0
0,488500.0,3,2.0,electric,1710,10959,1.0,poor,good,7,1030,1981,0.0
1,367950.0,3,1.75,oil,2290,8234,1.0,poor,good,7,1250,1950,0.0
0,417000.0,3,2.75,gas,1820,52889,2.0,poor,average,8,1820,1991,0.0
0,1120000.0,4,2.5,oil,3180,31931,1.0,poor,good,10,2390,1978,0.0
0,1550000.0,4,4.0,oil,5280,17677,2.0,good,average,11,3220,1978,0.0
0,604000.0,3,2.5,gas,3240,33151,2.0,average,average,10,3240,1995,0.0
1,380000.0,3,2.5,other,2390,8102,2.0,poor,good,8,2390,1986,0.0
0,685000.0,4,2.0,oil,2290,6000,1.5,good,very good,7,2290,1900,0.0
0,4210000.0,5,6.0,oil,7440,21540,2.0,poor,average,12,5550,2003,0.0
1,670000.0,3,1.0,electric,1600,16868,1.0,fair,average,7,990,1946,0.0
1,524000.0,2,1.0,oil,1120,2000,1.5,poor,average,7,1120,1910,0.0
1,107000.0,3,1.5,electric,910,5120,1.0,poor,average,6,910,1973,0.0
1,232900.0,3,1.5,oil,910,5120,1.0,poor,average,6,910,1973,0.0
0,670000.0,3,2.5,electric,2050,6420,1.0,good,average,8,1730,1956,0.0
1,207000.0,3,1.75,other,1180,21275,1.0,poor,good,6,1180,1958,0.0
1,570500.0,2,1.0,gas,1380,1800,2.0,poor,average,7,1080,1954,0.0
0,650100.0,2,1.0,oil,1750,60872,1.0,poor,good,7,1180,1973,0.0
1,204000.0,3,1.0,gas,980,8000,1.0,poor,good,6,980,1954,0.0
1,615000.0,4,2.25,oil,1780,10260,2.0,poor,average,8,1780,1971,0.0
0,943500.0,3,2.25,oil,2370,10890,2.0,poor,good,7,2370,1980,0.0
0,560000.0,3,2.0,gas,1640,7333,1.0,poor,good,7,1020,1941,0.0
1,660000.0,3,2.5,oil,2590,35640,1.0,poor,average,9,2590,1987,0.0
0,355000.0,3,1.75,gas,2040,22693,1.0,poor,good,8,2040,1980,0.0
0,422500.0,3,1.0,gas,1270,8920,1.0,poor,very good,7,1270,1969,0.0
1,239000.0,2,2.0,other,1470,2052,1.5,poor,average,7,1470,1986,0.0
1,628000.0,3,2.25,electric,1720,8521,1.0,poor,good,7,1140,1984,0.0
1,352000.0,2,2.5,oil,1320,1957,1.0,poor,average,8,660,2004,0.0
1,311600.0,3,2.25,oil,1358,1196,3.0,poor,average,7,1358,2007,0.0
0,235000.0,4,1.5,oil,2070,7245,1.0,poor,good,7,1060,1964,0.0
0,570000.0,4,1.75,oil,2340,5080,1.0,poor,very good,7,1170,1924,0.0
0,661254.0,4,4.0,oil,2290,6250,1.5,poor,very good,7,1690,1940,0.0
1,230000.0,2,0.75,electric,650,5360,1.0,poor,good,5,650,1931,0.0
0,680000.0,3,2.25,oil,2300,9914,2.0,poor,good,8,2300,1980,0.0
1,148000.0,1,1.0,oil,620,8261,1.0,poor,average,5,620,1939,0.0
1,244900.0,1,1.0,gas,620,8261,1.0,poor,average,5,620,1939,0.0
1,214950.0,3,1.0,gas,1400,6600,1.0,poor,average,6,1280,1954,0.0
1,580000.0,3,1.5,oil,1800,6250,1.0,poor,average,8,1420,1947,0.0
1,317000.0,5,2.5,gas,2360,11375,1.0,poor,good,7,1180,1962,0.0
0,899000.0,3,1.0,gas,1480,6978,2.0,poor,good,8,1480,1949,1985.0
0,1290000.0,3,2.5,gas,2190,11394,1.0,poor,average,8,1550,1956,0.0
0,710000.0,3,3.25,gas,3740,136915,2.5,poor,average,11,3100,1990,0.0
1,230000.0,3,1.0,oil,1360,9310,1.0,poor,good,7,1020,1980,0.0
0,1170000.0,5,4.25,oil,4610,13252,2.0,very good,average,11,4610,2004,0.0
0,755000.0,5,2.5,oil,3260,24300,1.5,fair,good,8,2310,1950,0.0
1,340000.0,3,1.0,oil,1840,8100,1.0,poor,good,7,920,1953,0.0
0,550000.0,4,2.5,gas,2810,7549,2.0,poor,average,9,2810,1992,0.0
0,680000.0,3,2.0,oil,1780,5720,1.0,poor,very good,7,980,1925,0.0
1,630000.0,4,2.5,gas,2540,8706,2.0,poor,average,9,2540,1997,0.0
1,280000.0,3,2.25,electric,1358,1141,3.0,poor,average,7,1358,2007,0.0
0,592500.0,3,2.0,oil,1170,6750,1.0,poor,very good,7,800,1947,0.0
0,750000.0,4,2.75,oil,3170,7634,2.0,poor,average,10,3170,1992,0.0
0,344950.0,3,1.75,electric,1870,7500,1.0,poor,very good,8,1320,1978,0.0
1,420000.0,4,1.75,oil,2480,60548,1.0,poor,good,7,1600,1968,0.0
1,305000.0,2,1.0,oil,910,22725,1.0,poor,poor,6,910,1926,0.0
1,229000.0,2,1.0,oil,810,5100,1.0,poor,average,6,810,1955,0.0
0,1070000.0,5,3.5,oil,3990,9938,2.0,poor,average,11,3990,2001,0.0
0,650000.0,4,2.5,electric,2290,10186,2.0,poor,average,8,2290,1985,0.0
0,1900000.0,6,4.0,electric,3020,13237,2.0,very good,average,8,2840,1942,1983.0
0,649000.0,2,1.75,oil,2260,280962,2.0,average,average,9,1890,2005,0.0
1,287500.0,5,2.0,oil,2020,67953,1.5,poor,good,7,1620,1936,0.0
0,815000.0,4,2.75,electric,2620,4743,1.0,average,good,8,1310,1949,0.0
1,502775.0,3,1.75,gas,1700,9840,1.0,poor,good,8,1200,1976,0.0
1,399950.0,4,3.0,oil,2150,64694,1.0,poor,average,8,1450,1969,0.0
1,728000.0,4,2.5,oil,2650,13684,2.0,poor,average,9,2650,1994,0.0
0,850000.0,5,3.5,oil,3870,65556,2.0,poor,average,10,3870,1994,0.0
1,433500.0,3,2.5,oil,2200,3360,2.0,poor,average,8,2200,2009,0.0
1,300000.0,3,1.5,gas,1590,8911,1.0,poor,average,7,1590,1956,0.0
1,275000.0,3,1.75,oil,1300,8099,1.0,poor,good,7,1080,1976,0.0
0,498000.0,3,1.5,electric,1720,6570,1.5,poor,good,8,1720,1909,0.0
1,800000.0,3,1.75,electric,2080,75794,1.0,poor,average,7,2080,1958,0.0
0,770000.0,4,2.5,other,3560,6187,2.0,poor,average,9,3560,2003,0.0
1,517000.0,3,2.25,oil,1640,4635,1.5,poor,average,8,1540,1930,0.0
1,234550.0,3,1.0,gas,1990,15375,1.0,poor,average,7,1140,1946,0.0
1,230500.0,3,2.25,gas,1690,7245,1.0,fair,average,7,1160,1973,0.0
0,585000.0,5,2.5,electric,2670,16777,1.5,poor,good,7,1620,1920,0.0
1,357950.0,2,1.0,oil,810,3880,1.0,poor,average,7,810,1952,0.0
1,377500.0,4,2.5,oil,2640,10720,2.0,poor,average,8,2640,1999,0.0
0,660000.0,3,2.0,oil,2080,5750,1.0,poor,very good,7,1040,1926,0.0
1,400000.0,5,2.25,oil,2070,10488,1.0,poor,good,7,1080,1958,0.0
1,440000.0,2,1.0,oil,800,4850,1.0,poor,good,7,800,1944,0.0
0,366400.0,4,2.25,oil,2040,14383,1.0,poor,good,8,1270,1977,0.0
1,162000.0,3,2.25,gas,1810,6750,1.0,poor,average,7,1280,1978,0.0
0,780000.0,3,2.75,oil,1970,2600,2.5,poor,average,8,1970,1924,1994.0
0,705000.0,4,2.5,electric,2650,4316,1.5,poor,average,8,1520,1905,2013.0
1,311000.0,3,2.75,electric,1400,7880,1.0,poor,average,7,1000,1981,0.0
1,185000.0,3,1.0,electric,1510,17040,1.0,poor,good,6,1510,1975,0.0
0,1890000.0,4,4.25,other,4285,9345,2.0,poor,average,10,4285,2013,0.0
1,225205.0,3,1.0,gas,1200,7220,1.0,poor,average,6,1200,1977,0.0
0,760250.0,5,2.75,gas,2540,8250,1.0,poor,good,7,1440,1953,0.0
1,572000.0,2,2.0,electric,1870,5143,1.0,poor,average,8,1870,2005,0.0
1,348450.0,4,2.5,oil,1950,8628,2.0,poor,average,8,1950,1994,0.0
1,745000.0,3,1.75,gas,1490,9800,1.0,poor,good,7,1140,1947,0.0
0,333000.0,4,2.5,gas,2690,5505,2.0,poor,average,8,2690,2004,0.0
1,282000.0,3,2.5,other,1610,6000,2.0,poor,good,7,1610,1993,0.0
0,840500.0,3,2.0,other,2520,5400,1.5,poor,good,8,1410,1906,0.0
1,174000.0,2,1.0,electric,900,13531,1.0,poor,average,6,900,1979,0.0
0,740000.0,4,2.0,gas,2800,8540,1.0,poor,good,8,1730,1977,0.0
1,575000.0,3,2.75,oil,1990,9600,1.0,poor,average,8,1530,1978,0.0
1,530000.0,2,1.75,gas,1170,976,2.0,poor,average,9,780,2010,0.0
1,242025.0,4,1.75,oil,1400,54014,1.5,poor,good,7,1400,1935,0.0
0,1030000.0,4,2.5,oil,2620,11200,1.0,poor,good,8,1770,1962,0.0
1,230000.0,3,1.0,oil,880,7500,1.0,poor,average,7,880,1978,0.0
1,350000.0,4,2.5,other,2260,7500,1.0,poor,average,8,1460,1965,0.0
1,595000.0,3,1.0,gas,1300,11520,1.0,poor,average,6,1300,1958,0.0
0,940000.0,4,2.25,gas,1890,5940,1.0,fair,average,9,1470,1963,0.0
1,375000.0,3,1.5,gas,1100,1751,2.0,poor,average,8,940,2007,0.0
1,567500.0,2,1.5,electric,1350,4592,1.0,poor,average,7,1070,1939,0.0
0,735000.0,3,2.5,oil,3020,50800,1.0,poor,very good,8,1510,1968,0.0
1,114000.0,2,1.0,other,730,5200,1.0,poor,average,6,730,1928,0.0
0,330000.0,3,2.0,oil,2170,3978,1.0,poor,very good,7,1340,1919,0.0
1,313000.0,3,1.75,oil,2190,8000,1.0,poor,good,8,2190,1967,0.0
1,618080.0,3,2.5,oil,2030,6500,2.0,poor,average,8,2030,1988,0.0
1,325000.0,3,2.25,gas,2480,8755,2.0,poor,average,8,2480,1979,0.0
1,242000.0,4,1.0,oil,2240,7620,1.0,poor,average,7,1120,1966,0.0
0,1090000.0,4,2.75,oil,3010,10830,2.0,good,good,9,3010,1980,0.0
0,660000.0,4,2.5,gas,2550,10000,1.0,poor,average,8,1290,1964,0.0
1,417000.0,4,2.0,oil,2090,4000,1.0,poor,average,6,1060,1907,0.0
1,213800.0,2,1.0,other,740,5200,1.0,poor,good,5,740,1952,0.0
0,759950.0,4,3.5,gas,2100,7560,2.0,poor,very good,8,2100,2005,0.0
0,710000.0,3,1.75,gas,1650,10250,1.0,poor,very good,8,1650,1963,0.0
1,315000.0,1,0.75,gas,770,4600,1.0,poor,good,6,770,1910,0.0
0,638000.0,3,2.0,gas,1660,3729,1.0,poor,very good,7,970,1922,0.0
1,583800.0,3,2.5,oil,2480,6600,2.0,poor,average,8,2480,2002,0.0
1,309500.0,3,1.0,gas,1250,7320,1.0,poor,average,7,1250,1968,0.0
0,1960000.0,4,4.0,oil,4430,31353,2.0,poor,average,12,4430,1998,0.0
1,215000.0,2,1.0,oil,710,7200,1.0,poor,average,6,710,1943,0.0
1,410000.0,4,2.0,oil,1970,10500,1.0,poor,average,8,1820,1961,0.0
1,478000.0,2,1.0,gas,820,6000,1.0,poor,average,7,820,1939,0.0
0,635000.0,4,2.5,gas,3080,35430,2.0,poor,average,9,3080,1997,0.0
0,932808.0,5,4.5,oil,4690,6705,2.0,poor,average,10,3450,1995,0.0
1,835000.0,2,2.0,oil,2280,6815,1.0,poor,average,8,2280,2002,0.0
0,587000.0,5,3.5,oil,3610,52595,2.0,poor,good,7,3610,1989,0.0
0,677915.0,3,2.0,oil,1740,3600,1.0,poor,very good,7,990,1923,0.0
0,360000.0,3,1.75,electric,1560,7930,2.0,poor,good,7,1560,1980,0.0
1,313999.0,4,2.25,electric,1870,4198,2.0,poor,average,7,1870,2008,0.0
1,300000.0,3,2.25,gas,2070,7225,1.0,poor,average,8,1690,1979,0.0
1,495500.0,3,2.5,oil,2010,57934,1.0,poor,average,7,2010,1978,0.0
0,470950.0,3,2.5,gas,2560,16420,2.0,poor,good,8,2560,1989,0.0
0,1300000.0,5,3.75,gas,4450,7680,2.0,poor,average,9,3460,2010,0.0
1,190000.0,3,1.0,oil,1200,10458,1.0,poor,good,6,1200,1961,0.0
1,225000.0,3,1.0,gas,1290,8470,1.0,poor,good,7,970,1966,0.0
1,467000.0,3,1.75,gas,2660,5511,1.0,poor,average,8,1330,1948,0.0
1,385000.0,2,1.0,oil,770,7554,1.0,poor,average,6,770,1946,0.0
1,500000.0,4,2.5,oil,2900,5760,1.0,poor,good,8,1660,1959,0.0
1,314950.0,3,2.0,oil,1760,9732,1.0,poor,average,7,1760,1996,0.0
0,442000.0,4,1.5,gas,1960,12688,1.5,poor,good,7,1960,1962,0.0
1,340000.0,4,1.0,oil,1140,13440,1.0,poor,fair,5,1140,1944,0.0
1,495200.0,5,2.25,oil,2710,22120,1.0,poor,average,7,1410,1955,0.0
1,265000.0,2,1.0,oil,910,4600,1.0,poor,average,5,910,1917,0.0
1,489500.0,3,1.75,oil,2090,65558,1.0,poor,average,8,1330,1977,0.0
1,335000.0,3,2.0,oil,1410,44866,1.0,poor,good,7,1410,1985,0.0
0,800000.0,4,2.25,gas,2010,7200,1.0,fair,good,8,1010,1950,0.0
0,379500.0,4,2.25,oil,2120,53578,2.0,average,good,7,2120,1985,0.0
1,520000.0,3,2.0,oil,1670,8800,1.0,poor,good,7,1150,1961,0.0
1,515000.0,4,2.5,oil,1800,4338,2.0,poor,average,8,1800,2001,0.0
1,458500.0,3,1.5,oil,1280,1920,1.5,poor,average,7,1280,1905,1990.0
0,890000.0,4,2.0,gas,1480,11171,1.5,poor,good,6,1480,1947,0.0
1,325000.0,2,1.0,oil,900,8374,1.0,poor,average,7,900,1984,0.0
0,1850000.0,4,3.25,oil,3480,6000,3.0,poor,average,8,3480,2014,0.0
1,370000.0,3,2.5,oil,2490,4244,2.0,poor,average,9,2490,2005,0.0
1,676000.0,3,2.5,electric,2240,3825,2.0,poor,average,7,2240,1995,0.0
1,290000.0,3,1.75,oil,1460,7980,1.0,poor,average,7,1460,1972,0.0
0,379950.0,4,1.75,oil,1970,9389,1.0,poor,very good,7,1140,1960,0.0
1,227000.0,3,1.75,gas,2380,12681,1.0,poor,poor,6,1380,1918,0.0
0,686500.0,2,1.75,gas,1390,5025,1.5,poor,good,8,1390,1928,0.0
1,562500.0,3,2.5,oil,2030,7549,1.0,poor,average,8,2030,1988,0.0
1,355000.0,3,1.0,oil,1890,36300,1.0,poor,average,7,1890,1962,0.0
1,335000.0,3,2.25,oil,1870,5876,2.0,poor,average,7,1870,1986,0.0
1,252000.0,3,2.0,gas,1420,6788,2.0,poor,average,7,1420,1990,0.0
0,1300000.0,5,4.0,oil,4440,9270,1.0,poor,very good,10,2220,1968,0.0
1,705000.0,4,2.0,gas,1820,5001,2.0,poor,average,7,1820,1947,0.0
1,500000.0,4,1.0,gas,1440,7100,1.5,poor,average,7,1440,1906,0.0
0,850000.0,3,3.5,oil,3070,7050,1.0,good,average,8,1570,1928,1996.0
0,689000.0,4,2.5,other,2440,11700,1.0,poor,very good,8,1480,1961,0.0
1,640000.0,3,3.0,oil,2270,5175,2.0,poor,average,9,2130,2002,0.0
1,290000.0,4,1.75,oil,2340,7200,1.0,poor,average,8,1590,1960,0.0
1,258500.0,3,2.5,gas,1800,9000,2.0,poor,average,7,1800,1983,0.0
1,420000.0,3,1.75,oil,1820,22320,1.0,poor,average,7,1250,1977,0.0
1,230000.0,3,1.0,electric,1190,9083,1.0,poor,average,7,1190,1955,0.0
0,575000.0,3,2.5,gas,1760,2320,2.0,average,average,8,1760,1994,0.0
1,390000.0,2,1.0,gas,860,5160,1.0,poor,good,7,860,1909,0.0
1,561500.0,4,2.25,electric,2310,9800,1.0,poor,average,8,1780,1968,0.0
0,1350000.0,4,1.75,oil,2000,3728,1.5,poor,good,9,1820,1926,0.0
1,245000.0,2,1.0,oil,1020,15000,1.5,poor,average,6,1020,1933,0.0
0,475200.0,3,2.5,electric,1670,3980,2.0,poor,average,8,1670,2000,0.0
1,218000.0,2,1.5,oil,2010,7755,2.0,poor,average,7,2010,1952,0.0
1,600000.0,4,2.5,oil,2600,6536,2.0,poor,average,9,2600,1999,0.0
1,545000.0,4,2.25,oil,1890,7210,1.0,poor,average,8,1890,1967,0.0
0,460000.0,5,3.0,gas,2008,5050,1.0,poor,average,7,1216,1992,0.0
1,425000.0,2,1.0,oil,880,6413,1.0,poor,average,7,880,1950,0.0
1,313100.0,3,2.0,gas,1730,12821,1.0,poor,average,8,1730,1994,0.0
0,780000.0,4,3.5,oil,3910,59863,2.0,poor,good,10,2490,1987,0.0
1,243000.0,3,1.75,oil,1200,8034,1.0,poor,very good,7,1200,1975,0.0
0,670000.0,5,3.5,oil,3860,9600,1.0,good,good,8,2660,1973,0.0
1,281000.0,2,1.0,oil,1280,12500,1.0,poor,average,7,1060,1951,0.0
1,130000.0,3,1.0,oil,1100,5100,1.0,poor,good,7,1100,1913,0.0
0,485000.0,4,2.75,oil,2720,51396,2.0,poor,good,8,2720,1977,0.0
0,642860.0,4,2.75,oil,2520,6398,2.0,poor,average,8,2520,2014,0.0
1,575000.0,2,1.0,gas,1230,2726,1.5,poor,average,7,880,1920,0.0
1,287000.0,3,1.0,oil,1450,6000,1.0,poor,good,7,1450,1953,0.0
1,375000.0,4,2.25,gas,2020,12500,2.0,poor,fair,8,2020,1966,0.0
1,325000.0,2,1.0,oil,620,14823,1.0,poor,average,6,620,1926,0.0
1,320000.0,5,3.0,gas,2970,7000,1.0,poor,average,8,1810,1979,0.0
1,425000.0,4,2.5,oil,2270,4400,2.0,poor,average,7,2270,2006,0.0
1,135000.0,3,1.0,oil,1520,8450,1.0,poor,fair,6,1120,1961,0.0
1,210000.0,4,1.75,oil,2180,28710,1.0,poor,average,8,1180,1950,0.0
0,515000.0,3,1.75,gas,1490,12000,1.0,poor,good,7,1490,1956,0.0
0,606150.0,4,1.75,gas,1770,9848,1.0,poor,average,8,1370,1967,0.0
1,292000.0,4,2.75,oil,2910,7712,1.0,poor,average,7,1600,1998,0.0
1,429000.0,3,1.75,oil,2520,5043,1.0,poor,average,8,1260,1957,0.0
0,765000.0,4,2.5,gas,3190,38119,2.0,poor,average,9,3190,1988,0.0
1,425000.0,2,1.0,oil,540,2500,1.0,poor,average,5,540,1905,0.0
1,475000.0,3,1.75,gas,1870,25157,2.0,poor,average,7,1870,1978,0.0
1,355000.0,3,1.5,gas,1370,4790,2.0,poor,good,7,1370,1982,0.0
1,410000.0,4,2.5,oil,1700,9000,1.0,poor,very good,7,1700,1972,0.0
1,450000.0,4,2.0,electric,1960,5008,1.0,poor,average,6,980,1900,0.0
0,565000.0,7,4.5,oil,4140,9066,1.0,poor,average,7,2070,1978,0.0
0,529100.0,2,1.0,gas,1290,6528,1.5,poor,good,7,1290,1941,0.0
1,452500.0,4,2.5,oil,2460,6454,2.0,poor,average,7,2460,2006,0.0
1,245000.0,4,2.0,oil,1580,8000,1.0,poor,average,7,1040,1967,0.0
1,415000.0,1,1.0,electric,700,2550,1.0,poor,average,6,700,1954,0.0
0,610000.0,4,2.5,electric,2410,15899,2.0,good,average,9,2410,1990,0.0
1,510000.0,2,1.0,gas,1070,5280,1.0,poor,average,6,1070,1900,0.0
1,207000.0,3,1.0,oil,860,7740,1.0,poor,average,6,860,1960,0.0
1,361550.0,3,1.75,gas,1160,257875,1.0,poor,fair,7,1160,1980,0.0
0,824000.0,4,3.5,oil,3650,57538,2.0,poor,average,10,3650,1996,0.0
1,225000.0,2,1.0,oil,720,4758,1.0,poor,average,6,720,1947,0.0
1,329900.0,3,2.0,other,1380,5198,1.0,poor,good,7,1380,1982,0.0
1,149500.0,3,1.0,oil,1010,9450,1.0,poor,good,7,1010,1959,0.0
0,360000.0,4,3.0,gas,2580,6740,2.0,poor,average,8,2580,1999,0.0
0,570000.0,4,2.5,gas,2290,6738,2.0,poor,average,8,2290,1996,0.0
1,320000.0,4,2.5,gas,3490,5000,2.0,poor,average,8,3490,2003,0.0
1,320000.0,3,1.75,electric,1510,30185,1.5,poor,average,7,1510,1976,0.0
1,268000.0,5,2.5,oil,2400,4564,2.0,poor,average,7,2400,2004,0.0
1,515000.0,2,1.0,oil,1050,5000,1.0,poor,very good,7,1050,1907,0.0
